Актау;Битрикс;8a2c1a4f-c924-4dd0-8861-6f0b66c79a86;All
Актау;Подпись;ba28af93-e428-4627-9ac6-96f88682ba44;All
Актау;DVD Drives Allowed;dcf8cbbc-8f70-4e14-aaa2-8358179426e7;Option
Актау;USB Drives Allowed;b17203dc-1659-443a-a2d8-d6a276c3e681;Option
Актау;USB Devices Allowed;5604899b-5d81-411f-a8ba-a9f0ed92ea7e;Option
Уральск;DVD Drives Allowed;63814c96-ba3f-4054-a267-96e303a2634b;Option
Уральск;USB Drives Allowed;b6903f3a-b851-49ad-a0ec-b27497706f07;Option
Уральск;USB Devices Allowed;fde48340-1458-491e-9b35-4648cf7884ab;Option
Актау;Геология;28faa56a-4446-4420-a4d1-6d5c226d1ca0;department-c9c4080a-def6-4f8c-bcfd-8d3ec494ddd8
